"ID";"Sex";"Age";"Periods";"MentalDisorder_13";"PhysicalDisorder_14";"DomesticCircumstances_15";"OtherMotive_16"
"743";"3000   ";"41400";"1973JJ00";"       9";"       0";"       0";"       1"
"744";"3000   ";"41400";"1974JJ00";"      15";"       0";"       3";"       2"
"745";"3000   ";"41400";"1975JJ00";"      14";"       0";"       1";"       2"
"746";"3000   ";"41400";"1976JJ00";"       5";"       0";"       0";"       0"
"747";"3000   ";"41400";"1977JJ00";"      14";"       0";"       1";"       0"
"748";"3000   ";"41400";"1978JJ00";"      13";"       1";"       3";"       0"
"749";"3000   ";"41400";"1979JJ00";"       6";"       1";"       2";"       1"
"750";"3000   ";"41400";"1980JJ00";"      12";"       0";"       0";"       1"
"751";"3000   ";"41400";"1981JJ00";"       1";"       1";"       3";"       1"
"752";"3000   ";"41400";"1982JJ00";"      13";"       0";"       1";"       1"
"753";"3000   ";"41400";"1983JJ00";"       5";"       1";"       4";"       1"
"754";"3000   ";"41400";"1984JJ00";"       9";"       0";"       6";"       0"
"755";"3000   ";"41400";"1985JJ00";"       8";"       1";"       3";"       1"
"756";"3000   ";"41400";"1986JJ00";"      10";"       0";"       4";"       0"
"757";"3000   ";"41400";"1987JJ00";"       8";"       1";"       5";"       2"
"758";"3000   ";"41400";"1988JJ00";"      10";"       0";"       2";"       2"
"759";"3000   ";"41400";"1989JJ00";"       8";"       0";"       5";"       1"
"760";"3000   ";"41400";"1990JJ00";"      15";"       0";"       7";"       2"
"761";"3000   ";"41400";"1991JJ00";"       5";"       0";"       6";"       1"
"762";"3000   ";"41400";"1992JJ00";"       9";"       0";"       2";"       2"
"763";"3000   ";"41400";"1993JJ00";"       9";"       1";"       3";"       5"
"764";"3000   ";"41400";"1994JJ00";"       8";"       0";"       4";"       2"
"765";"3000   ";"41400";"1995JJ00";"       7";"       0";"       4";"       6"
"766";"3000   ";"41400";"1996JJ00";"       7";"       0";"       6";"       4"
"767";"3000   ";"41400";"1997JJ00";"      13";"       2";"       8";"       1"
"768";"3000   ";"41400";"1998JJ00";"      12";"       1";"       5";"      10"
"769";"3000   ";"41400";"1999JJ00";"      13";"       0";"       3";"       4"
"770";"3000   ";"41400";"2000JJ00";"       9";"       0";"       9";"       3"
"771";"3000   ";"41400";"2001JJ00";"       7";"       0";"       2";"       4"
"772";"3000   ";"41400";"2002JJ00";"      10";"       0";"       7";"       7"
"773";"3000   ";"41400";"2003JJ00";"       3";"       0";"       4";"       3"
"774";"3000   ";"41400";"2004JJ00";"      13";"       1";"       2";"       3"
"775";"3000   ";"41400";"2005JJ00";"      10";"       0";"       6";"       6"
"776";"3000   ";"41400";"2006JJ00";"      14";"       0";"       8";"       3"
"777";"3000   ";"41400";"2007JJ00";"       5";"       0";"       8";"       5"
"778";"3000   ";"41400";"2008JJ00";"       9";"       0";"       6";"       2"
"779";"3000   ";"41400";"2009JJ00";"      13";"       1";"       9";"       1"
"780";"3000   ";"41400";"2010JJ00";"      12";"       0";"       7";"       1"
"781";"3000   ";"41400";"2011JJ00";"       9";"       0";"       4";"       2"
"782";"3000   ";"41400";"2012JJ00";"      15";"       1";"       3";"       4"
"783";"3000   ";"41400";"2013JJ00";"      22";"       0";"       2";"       2"
"784";"3000   ";"41400";"2014JJ00";"      11";"       1";"       1";"       1"
"785";"3000   ";"41400";"2015JJ00";"      11";"       0";"       5";"       0"
"786";"3000   ";"41400";"2016JJ00";"      17";"       2";"       1";"       1"
"787";"3000   ";"41400";"2017JJ00";"      23";"       1";"       3";"       5"
"788";"3000   ";"41400";"2018JJ00";"      16";"       0";"       3";"       1"
"789";"3000   ";"41400";"2019JJ00";"      21";"       1";"       6";"       3"
"790";"3000   ";"41400";"2020JJ00";"      15";"       0";"       3";"       2"
"791";"3000   ";"41400";"2021JJ00";"      22";"       1";"       2";"       2"
"792";"3000   ";"60300";"1950JJ00";"      13";"       2";"       0";"       3"
"793";"3000   ";"60300";"1951JJ00";"       0";"       0";"       0";"       0"
"794";"3000   ";"60300";"1952JJ00";"       0";"       0";"       0";"       0"
"795";"3000   ";"60300";"1953JJ00";"       0";"       0";"       0";"       0"
"796";"3000   ";"60300";"1954JJ00";"       0";"       0";"       0";"       0"
"797";"3000   ";"60300";"1955JJ00";"      17";"       1";"       3";"       0"
"798";"3000   ";"60300";"1956JJ00";"       0";"       0";"       0";"       0"
"799";"3000   ";"60300";"1957JJ00";"      11";"       2";"       1";"       4"
"800";"3000   ";"60300";"1958JJ00";"       0";"       0";"       0";"       0"
"801";"3000   ";"60300";"1959JJ00";"       0";"       0";"       0";"       0"
"802";"3000   ";"60300";"1960JJ00";"       0";"       0";"       0";"       0"
"803";"3000   ";"60300";"1961JJ00";"       0";"       0";"       0";"       0"
"804";"3000   ";"60300";"1962JJ00";"      14";"       3";"       4";"       5"
"805";"3000   ";"60300";"1963JJ00";"       0";"       0";"       0";"       0"
"806";"3000   ";"60300";"1964JJ00";"       0";"       0";"       0";"       0"
"807";"3000   ";"60300";"1965JJ00";"      21";"       3";"       1";"       3"
"808";"3000   ";"60300";"1966JJ00";"       0";"       0";"       0";"       0"
"809";"3000   ";"60300";"1967JJ00";"      34";"       2";"       3";"       3"
"810";"3000   ";"60300";"1968JJ00";"       0";"       0";"       0";"       0"
"811";"3000   ";"60300";"1969JJ00";"      21";"       0";"       2";"       4"
"812";"3000   ";"60300";"1970JJ00";"      41";"       4";"       7";"       4"
"813";"3000   ";"60300";"1971JJ00";"      48";"       2";"       3";"       4"
"814";"3000   ";"60300";"1972JJ00";"      44";"       4";"       7";"       4"
"815";"3000   ";"60300";"1973JJ00";"      50";"       0";"       5";"       6"
"816";"3000   ";"60300";"1974JJ00";"      59";"       1";"       5";"       7"
"817";"3000   ";"60300";"1975JJ00";"      47";"       4";"      12";"       4"
"818";"3000   ";"60300";"1976JJ00";"      60";"       0";"       4";"       5"
"819";"3000   ";"60300";"1977JJ00";"      78";"       2";"       6";"       3"
"820";"3000   ";"60300";"1978JJ00";"      56";"       7";"       8";"      10"
"821";"3000   ";"60300";"1979JJ00";"      58";"       3";"       7";"       9"
"822";"3000   ";"60300";"1980JJ00";"      77";"       0";"       7";"      12"
"823";"3000   ";"60300";"1981JJ00";"      61";"       4";"      16";"       7"
"824";"3000   ";"60300";"1982JJ00";"      77";"       1";"      12";"       4"
"825";"3000   ";"60300";"1983JJ00";"      79";"       0";"      17";"      16"
"826";"3000   ";"60300";"1984JJ00";"      73";"       1";"      25";"      16"
"827";"3000   ";"60300";"1985JJ00";"      72";"       3";"      32";"      13"
"828";"3000   ";"60300";"1986JJ00";"      68";"       1";"      21";"       8"
"829";"3000   ";"60300";"1987JJ00";"      51";"       0";"      19";"      13"
"830";"3000   ";"60300";"1988JJ00";"      72";"       4";"      22";"       5"
"831";"3000   ";"60300";"1989JJ00";"      98";"       0";"      25";"      12"
"832";"3000   ";"60300";"1990JJ00";"      63";"       2";"      27";"       8"
"833";"3000   ";"60300";"1991JJ00";"      77";"       5";"      29";"      12"
"834";"3000   ";"60300";"1992JJ00";"      81";"       2";"      20";"      17"
"835";"3000   ";"60300";"1993JJ00";"      98";"       4";"      34";"      15"
"836";"3000   ";"60300";"1994JJ00";"      82";"       2";"      18";"      15"
"837";"3000   ";"60300";"1995JJ00";"      71";"       6";"      18";"      17"
"838";"3000   ";"60300";"1996JJ00";"      57";"       4";"      12";"      24"
"839";"3000   ";"60300";"1997JJ00";"      70";"       7";"      18";"      16"
"840";"3000   ";"60300";"1998JJ00";"      76";"       3";"      24";"      21"
"841";"3000   ";"60300";"1999JJ00";"      70";"       3";"      26";"       8"
"842";"3000   ";"60300";"2000JJ00";"      52";"       1";"      14";"      16"
"843";"3000   ";"60300";"2001JJ00";"      38";"       3";"       4";"      19"
"844";"3000   ";"60300";"2002JJ00";"      50";"       4";"      16";"      17"
"845";"3000   ";"60300";"2003JJ00";"      45";"       0";"      14";"      10"
"846";"3000   ";"60300";"2004JJ00";"      48";"       0";"      10";"      18"
"847";"3000   ";"60300";"2005JJ00";"      50";"       1";"      12";"      14"
"848";"3000   ";"60300";"2006JJ00";"      63";"       1";"      14";"      11"
"849";"3000   ";"60300";"2007JJ00";"      53";"       0";"       6";"      17"
"850";"3000   ";"60300";"2008JJ00";"      47";"       0";"      14";"      15"
"851";"3000   ";"60300";"2009JJ00";"      49";"       2";"      10";"      10"
"852";"3000   ";"60300";"2010JJ00";"      47";"       0";"       9";"       4"
"853";"3000   ";"60300";"2011JJ00";"      63";"       2";"      13";"      13"
"854";"3000   ";"60300";"2012JJ00";"      55";"       2";"      18";"      11"
"855";"3000   ";"60300";"2013JJ00";"      58";"       2";"      13";"       6"
"856";"3000   ";"60300";"2014JJ00";"      46";"       1";"      10";"       4"
"857";"3000   ";"60300";"2015JJ00";"      57";"       1";"      19";"       7"
"858";"3000   ";"60300";"2016JJ00";"      78";"       2";"       7";"       6"
"859";"3000   ";"60300";"2017JJ00";"      95";"       2";"      20";"       6"
"860";"3000   ";"60300";"2018JJ00";"      98";"       2";"      13";"       3"
"861";"3000   ";"60300";"2019JJ00";"      73";"       3";"      11";"      15"
"862";"3000   ";"60300";"2020JJ00";"      68";"       0";"       5";"      13"
"863";"3000   ";"60300";"2021JJ00";"      95";"       0";"      11";"      14"
"864";"3000   ";"60400";"1950JJ00";"       9";"       2";"       2";"       4"
"865";"3000   ";"60400";"1951JJ00";"       0";"       0";"       0";"       0"
"866";"3000   ";"60400";"1952JJ00";"       0";"       0";"       0";"       0"
"867";"3000   ";"60400";"1953JJ00";"       0";"       0";"       0";"       0"
"868";"3000   ";"60400";"1954JJ00";"       0";"       0";"       0";"       0"
"869";"3000   ";"60400";"1955JJ00";"      13";"       2";"       0";"       2"
"870";"3000   ";"60400";"1956JJ00";"       0";"       0";"       0";"       0"
"871";"3000   ";"60400";"1957JJ00";"      15";"       0";"       3";"       5"
"872";"3000   ";"60400";"1958JJ00";"       0";"       0";"       0";"       0"
"873";"3000   ";"60400";"1959JJ00";"       0";"       0";"       0";"       0"
"874";"3000   ";"60400";"1960JJ00";"       0";"       0";"       0";"       0"
"875";"3000   ";"60400";"1961JJ00";"       0";"       0";"       0";"       0"
"876";"3000   ";"60400";"1962JJ00";"      23";"       1";"       2";"       3"
"877";"3000   ";"60400";"1963JJ00";"       0";"       0";"       0";"       0"
"878";"3000   ";"60400";"1964JJ00";"       0";"       0";"       0";"       0"
"879";"3000   ";"60400";"1965JJ00";"      24";"       4";"       3";"       1"
"880";"3000   ";"60400";"1966JJ00";"       0";"       0";"       0";"       0"
"881";"3000   ";"60400";"1967JJ00";"      26";"       5";"       0";"       6"
"882";"3000   ";"60400";"1968JJ00";"       0";"       0";"       0";"       0"
"883";"3000   ";"60400";"1969JJ00";"      29";"       3";"       3";"       8"
"884";"3000   ";"60400";"1970JJ00";"      29";"       5";"       3";"       4"
"885";"3000   ";"60400";"1971JJ00";"      28";"       3";"       4";"       2"
"886";"3000   ";"60400";"1972JJ00";"      38";"       4";"       3";"       8"
"887";"3000   ";"60400";"1973JJ00";"      49";"       4";"       4";"       6"
"888";"3000   ";"60400";"1974JJ00";"      47";"       2";"       7";"       4"
"889";"3000   ";"60400";"1975JJ00";"      49";"       5";"       6";"       4"
"890";"3000   ";"60400";"1976JJ00";"      62";"       4";"       6";"       5"
"891";"3000   ";"60400";"1977JJ00";"      54";"       6";"       3";"       2"
"892";"3000   ";"60400";"1978JJ00";"      58";"       4";"       6";"       8"
"893";"3000   ";"60400";"1979JJ00";"      54";"       4";"       8";"      13"
"894";"3000   ";"60400";"1980JJ00";"      85";"       3";"       6";"       8"
"895";"3000   ";"60400";"1981JJ00";"      74";"       6";"      10";"      13"
"896";"3000   ";"60400";"1982JJ00";"      75";"       8";"      10";"       6"
"897";"3000   ";"60400";"1983JJ00";"      94";"       5";"      31";"      24"
"898";"3000   ";"60400";"1984JJ00";"      91";"       4";"      30";"      15"
"899";"3000   ";"60400";"1985JJ00";"      52";"       1";"      29";"      21"
"900";"3000   ";"60400";"1986JJ00";"      63";"       2";"      33";"       7"
"901";"3000   ";"60400";"1987JJ00";"      64";"       8";"      19";"       9"
"902";"3000   ";"60400";"1988JJ00";"      62";"       4";"      37";"       8"
"903";"3000   ";"60400";"1989JJ00";"      79";"       1";"      25";"      17"
"904";"3000   ";"60400";"1990JJ00";"      78";"       9";"      37";"      20"
"905";"3000   ";"60400";"1991JJ00";"     107";"       4";"      37";"      19"
"906";"3000   ";"60400";"1992JJ00";"     112";"       1";"      32";"      22"
"907";"3000   ";"60400";"1993JJ00";"     102";"       1";"      32";"      21"
"908";"3000   ";"60400";"1994JJ00";"     107";"       6";"      44";"      19"
"909";"3000   ";"60400";"1995JJ00";"      80";"       4";"      37";"      44"
"910";"3000   ";"60400";"1996JJ00";"      90";"      11";"      38";"      31"
"911";"3000   ";"60400";"1997JJ00";"     102";"       6";"      32";"      27"
"912";"3000   ";"60400";"1998JJ00";"      84";"       8";"      41";"      25"
"913";"3000   ";"60400";"1999JJ00";"     100";"      10";"      38";"      26"
"914";"3000   ";"60400";"2000JJ00";"      75";"       1";"      33";"      24"
"915";"3000   ";"60400";"2001JJ00";"     105";"       2";"      32";"      27"
"916";"3000   ";"60400";"2002JJ00";"     104";"       9";"      37";"      34"
"917";"3000   ";"60400";"2003JJ00";"      89";"       5";"      28";"      22"
"918";"3000   ";"60400";"2004JJ00";"      92";"       3";"      33";"      19"
"919";"3000   ";"60400";"2005JJ00";"      80";"       2";"      38";"      20"
"920";"3000   ";"60400";"2006JJ00";"      76";"       3";"      40";"      16"
"921";"3000   ";"60400";"2007JJ00";"      67";"       3";"      32";"      14"
"922";"3000   ";"60400";"2008JJ00";"      77";"       3";"      36";"      21"
"923";"3000   ";"60400";"2009JJ00";"      68";"       4";"      21";"      17"
"924";"3000   ";"60400";"2010JJ00";"      46";"       3";"      23";"      10"
"925";"3000   ";"60400";"2011JJ00";"      70";"       3";"      18";"      15"
"926";"3000   ";"60400";"2012JJ00";"      77";"       1";"      13";"      10"
"927";"3000   ";"60400";"2013JJ00";"      77";"       2";"      19";"      12"
"928";"3000   ";"60400";"2014JJ00";"      72";"       4";"      19";"      14"
"929";"3000   ";"60400";"2015JJ00";"      72";"       3";"      22";"      18"
"930";"3000   ";"60400";"2016JJ00";"      91";"       4";"      16";"      13"
"931";"3000   ";"60400";"2017JJ00";"      87";"       6";"      20";"       6"
"932";"3000   ";"60400";"2018JJ00";"     103";"       3";"      18";"      11"
"933";"3000   ";"60400";"2019JJ00";"      80";"       3";"      31";"      17"
"934";"3000   ";"60400";"2020JJ00";"      99";"       4";"      12";"      17"
"935";"3000   ";"60400";"2021JJ00";"     100";"       3";"      16";"      20"
"936";"3000   ";"60500";"1950JJ00";"      22";"       3";"       3";"       8"
"937";"3000   ";"60500";"1951JJ00";"       0";"       0";"       0";"       0"
"938";"3000   ";"60500";"1952JJ00";"       0";"       0";"       0";"       0"
"939";"3000   ";"60500";"1953JJ00";"       0";"       0";"       0";"       0"
"940";"3000   ";"60500";"1954JJ00";"       0";"       0";"       0";"       0"
"941";"3000   ";"60500";"1955JJ00";"      26";"       9";"       1";"       8"
"942";"3000   ";"60500";"1956JJ00";"       0";"       0";"       0";"       0"
"943";"3000   ";"60500";"1957JJ00";"      25";"       5";"       3";"       7"
"944";"3000   ";"60500";"1958JJ00";"       0";"       0";"       0";"       0"
"945";"3000   ";"60500";"1959JJ00";"       0";"       0";"       0";"       0"
"946";"3000   ";"60500";"1960JJ00";"       0";"       0";"       0";"       0"
"947";"3000   ";"60500";"1961JJ00";"       0";"       0";"       0";"       0"
"948";"3000   ";"60500";"1962JJ00";"      22";"       5";"       4";"       7"
"949";"3000   ";"60500";"1963JJ00";"       0";"       0";"       0";"       0"
"950";"3000   ";"60500";"1964JJ00";"       0";"       0";"       0";"       0"
"951";"3000   ";"60500";"1965JJ00";"      40";"       4";"       2";"       7"
"952";"3000   ";"60500";"1966JJ00";"       0";"       0";"       0";"       0"
"953";"3000   ";"60500";"1967JJ00";"      33";"       5";"       2";"       3"
"954";"3000   ";"60500";"1968JJ00";"       0";"       0";"       0";"       0"
"955";"3000   ";"60500";"1969JJ00";"      46";"       9";"       3";"       8"
"956";"3000   ";"60500";"1970JJ00";"      54";"       5";"       2";"      12"
"957";"3000   ";"60500";"1971JJ00";"      50";"       8";"       3";"       7"
"958";"3000   ";"60500";"1972JJ00";"      56";"       1";"       5";"       5"
"959";"3000   ";"60500";"1973JJ00";"      61";"       4";"       4";"       4"
"960";"3000   ";"60500";"1974JJ00";"      55";"       5";"       5";"      10"
"961";"3000   ";"60500";"1975JJ00";"      42";"       7";"      10";"       7"
"962";"3000   ";"60500";"1976JJ00";"      50";"       7";"       5";"       6"
"963";"3000   ";"60500";"1977JJ00";"      64";"       5";"       7";"       9"
"964";"3000   ";"60500";"1978JJ00";"      58";"       6";"       8";"       7"
"965";"3000   ";"60500";"1979JJ00";"      57";"       9";"      11";"      10"
"966";"3000   ";"60500";"1980JJ00";"      58";"      10";"       7";"      12"
"967";"3000   ";"60500";"1981JJ00";"      64";"      11";"       8";"      12"
"968";"3000   ";"60500";"1982JJ00";"      76";"       4";"      11";"      12"
"969";"3000   ";"60500";"1983JJ00";"      56";"       1";"      21";"      27"
"970";"3000   ";"60500";"1984JJ00";"      73";"       5";"      36";"      21"
"971";"3000   ";"60500";"1985JJ00";"      44";"       5";"      27";"      16"
"972";"3000   ";"60500";"1986JJ00";"      36";"       3";"      22";"      11"
"973";"3000   ";"60500";"1987JJ00";"      53";"       3";"      18";"       8"
"974";"3000   ";"60500";"1988JJ00";"      45";"       2";"      20";"       9"
"975";"3000   ";"60500";"1989JJ00";"      64";"       8";"      33";"      18"
"976";"3000   ";"60500";"1990JJ00";"      60";"      13";"      34";"      29"
"977";"3000   ";"60500";"1991JJ00";"      84";"       3";"      24";"      20"
"978";"3000   ";"60500";"1992JJ00";"      89";"       3";"      31";"      22"
"979";"3000   ";"60500";"1993JJ00";"      77";"       4";"      36";"      23"
"980";"3000   ";"60500";"1994JJ00";"      88";"       5";"      45";"      24"
"981";"3000   ";"60500";"1995JJ00";"      76";"      15";"      32";"      37"
"982";"3000   ";"60500";"1996JJ00";"      84";"       4";"      33";"      30"
"983";"3000   ";"60500";"1997JJ00";"      82";"       3";"      30";"      25"
"984";"3000   ";"60500";"1998JJ00";"      77";"       4";"      27";"      26"
"985";"3000   ";"60500";"1999JJ00";"     106";"       7";"      29";"      23"
"986";"3000   ";"60500";"2000JJ00";"     105";"       8";"      27";"      28"
"987";"3000   ";"60500";"2001JJ00";"      90";"      13";"      30";"      21"
"988";"3000   ";"60500";"2002JJ00";"      99";"      10";"      33";"      45"
"989";"3000   ";"60500";"2003JJ00";"     108";"       9";"      37";"      22"
"990";"3000   ";"60500";"2004JJ00";"      91";"      13";"      49";"      33"
"991";"3000   ";"60500";"2005JJ00";"     105";"      21";"      40";"      42"
"992";"3000   ";"60500";"2006JJ00";"     110";"      12";"      48";"      37"
"993";"3000   ";"60500";"2007JJ00";"      97";"       4";"      52";"      25"
"994";"3000   ";"60500";"2008JJ00";"      97";"      11";"      51";"      52"
"995";"3000   ";"60500";"2009JJ00";"     113";"       6";"      49";"      40"
"996";"3000   ";"60500";"2010JJ00";"     112";"       8";"      43";"      28"
"997";"3000   ";"60500";"2011JJ00";"     132";"       7";"      33";"      33"
"998";"3000   ";"60500";"2012JJ00";"     134";"       4";"      38";"      20"
"999";"3000   ";"60500";"2013JJ00";"     136";"       8";"      36";"      27"
"1000";"3000   ";"60500";"2014JJ00";"     111";"       9";"      39";"      38"
"1001";"3000   ";"60500";"2015JJ00";"     121";"       5";"      34";"      29"
"1002";"3000   ";"60500";"2016JJ00";"     126";"      10";"      22";"      25"
"1003";"3000   ";"60500";"2017JJ00";"     146";"       5";"      39";"      22"
"1004";"3000   ";"60500";"2018JJ00";"     104";"       9";"      35";"      16"
"1005";"3000   ";"60500";"2019JJ00";"     115";"       6";"      46";"      21"
"1006";"3000   ";"60500";"2020JJ00";"     124";"       2";"      26";"      20"
"1007";"3000   ";"60500";"2021JJ00";"     101";"       6";"      16";"      18"
"1008";"3000   ";"60600";"1950JJ00";"      30";"       7";"       1";"      16"
"1009";"3000   ";"60600";"1951JJ00";"       0";"       0";"       0";"       0"
"1010";"3000   ";"60600";"1952JJ00";"       0";"       0";"       0";"       0"
"1011";"3000   ";"60600";"1953JJ00";"       0";"       0";"       0";"       0"
"1012";"3000   ";"60600";"1954JJ00";"       0";"       0";"       0";"       0"
"1013";"3000   ";"60600";"1955JJ00";"      44";"       8";"       1";"       6"
"1014";"3000   ";"60600";"1956JJ00";"       0";"       0";"       0";"       0"
"1015";"3000   ";"60600";"1957JJ00";"      30";"       7";"       1";"      11"
"1016";"3000   ";"60600";"1958JJ00";"       0";"       0";"       0";"       0"
"1017";"3000   ";"60600";"1959JJ00";"       0";"       0";"       0";"       0"
"1018";"3000   ";"60600";"1960JJ00";"       0";"       0";"       0";"       0"
"1019";"3000   ";"60600";"1961JJ00";"       0";"       0";"       0";"       0"
"1020";"3000   ";"60600";"1962JJ00";"      39";"      12";"       1";"      11"
"1021";"3000   ";"60600";"1963JJ00";"       0";"       0";"       0";"       0"
"1022";"3000   ";"60600";"1964JJ00";"       0";"       0";"       0";"       0"
"1023";"3000   ";"60600";"1965JJ00";"      44";"      10";"       5";"      11"
"1024";"3000   ";"60600";"1966JJ00";"       0";"       0";"       0";"       0"
"1025";"3000   ";"60600";"1967JJ00";"      44";"       7";"       3";"      10"
"1026";"3000   ";"60600";"1968JJ00";"       0";"       0";"       0";"       0"
"1027";"3000   ";"60600";"1969JJ00";"      47";"      12";"       3";"      15"
"1028";"3000   ";"60600";"1970JJ00";"      54";"      11";"       6";"      19"
"1029";"3000   ";"60600";"1971JJ00";"      62";"      12";"       9";"      17"
"1030";"3000   ";"60600";"1972JJ00";"      51";"       9";"       6";"      12"
"1031";"3000   ";"60600";"1973JJ00";"      75";"       5";"       2";"      13"
"1032";"3000   ";"60600";"1974JJ00";"      53";"      18";"       9";"      13"
"1033";"3000   ";"60600";"1975JJ00";"      65";"      15";"       7";"       5"
"1034";"3000   ";"60600";"1976JJ00";"      54";"      16";"       5";"       8"
"1035";"3000   ";"60600";"1977JJ00";"      54";"      12";"       4";"       8"
"1036";"3000   ";"60600";"1978JJ00";"      39";"      10";"       6";"       7"
"1037";"3000   ";"60600";"1979JJ00";"      67";"       9";"       5";"       8"
"1038";"3000   ";"60600";"1980JJ00";"      73";"      10";"       4";"       7"
"1039";"3000   ";"60600";"1981JJ00";"      58";"      20";"       9";"       8"
"1040";"3000   ";"60600";"1982JJ00";"      54";"      13";"      14";"      10"
"1041";"3000   ";"60600";"1983JJ00";"      49";"       7";"      17";"      25"
"1042";"3000   ";"60600";"1984JJ00";"      67";"       6";"      26";"      21"
"1043";"3000   ";"60600";"1985JJ00";"      58";"       9";"      13";"      13"
"1044";"3000   ";"60600";"1986JJ00";"      46";"       7";"      14";"      12"
"1045";"3000   ";"60600";"1987JJ00";"      45";"       5";"      13";"      12"
"1046";"3000   ";"60600";"1988JJ00";"      53";"       5";"      14";"      10"
"1047";"3000   ";"60600";"1989JJ00";"      58";"       6";"      31";"      17"
"1048";"3000   ";"60600";"1990JJ00";"      43";"       8";"      14";"      18"
"1049";"3000   ";"60600";"1991JJ00";"      64";"      13";"      20";"      15"
"1050";"3000   ";"60600";"1992JJ00";"      67";"       6";"      14";"      11"
"1051";"3000   ";"60600";"1993JJ00";"      76";"       5";"      17";"      22"
"1052";"3000   ";"60600";"1994JJ00";"      69";"      10";"      18";"      15"
"1053";"3000   ";"60600";"1995JJ00";"      43";"      15";"      16";"      22"
"1054";"3000   ";"60600";"1996JJ00";"      56";"      13";"      11";"      30"
"1055";"3000   ";"60600";"1997JJ00";"      68";"       8";"      15";"      18"
"1056";"3000   ";"60600";"1998JJ00";"      55";"      18";"      22";"      25"
"1057";"3000   ";"60600";"1999JJ00";"      65";"       7";"      17";"      24"
"1058";"3000   ";"60600";"2000JJ00";"      68";"      13";"      13";"      22"
"1059";"3000   ";"60600";"2001JJ00";"      83";"      12";"      17";"      19"
"1060";"3000   ";"60600";"2002JJ00";"      86";"      11";"      28";"      22"
"1061";"3000   ";"60600";"2003JJ00";"      93";"      14";"      24";"      16"
"1062";"3000   ";"60600";"2004JJ00";"      95";"      18";"      34";"      33"
"1063";"3000   ";"60600";"2005JJ00";"      97";"      17";"      30";"      30"
"1064";"3000   ";"60600";"2006JJ00";"      93";"      15";"      30";"      33"
"1065";"3000   ";"60600";"2007JJ00";"      77";"      11";"      31";"      33"
"1066";"3000   ";"60600";"2008JJ00";"     100";"      14";"      26";"      36"
"1067";"3000   ";"60600";"2009JJ00";"     106";"      11";"      31";"      30"
"1068";"3000   ";"60600";"2010JJ00";"     105";"      11";"      21";"      27"
"1069";"3000   ";"60600";"2011JJ00";"     108";"       9";"      32";"      30"
"1070";"3000   ";"60600";"2012JJ00";"     143";"      11";"      26";"      36"
"1071";"3000   ";"60600";"2013JJ00";"     154";"      14";"      30";"      31"
"1072";"3000   ";"60600";"2014JJ00";"     148";"      20";"      29";"      58"
"1073";"3000   ";"60600";"2015JJ00";"     157";"      14";"      27";"      33"
"1074";"3000   ";"60600";"2016JJ00";"     158";"      20";"      40";"      33"
"1075";"3000   ";"60600";"2017JJ00";"     174";"      27";"      42";"      29"
"1076";"3000   ";"60600";"2018JJ00";"     150";"      14";"      33";"      27"
"1077";"3000   ";"60600";"2019JJ00";"     125";"      17";"      32";"      39"
"1078";"3000   ";"60600";"2020JJ00";"     154";"       8";"      28";"      34"
"1079";"3000   ";"60600";"2021JJ00";"     170";"      17";"      31";"      33"
"1080";"3000   ";"60700";"1950JJ00";"      19";"      10";"       1";"      15"
"1081";"3000   ";"60700";"1951JJ00";"       0";"       0";"       0";"       0"
"1082";"3000   ";"60700";"1952JJ00";"       0";"       0";"       0";"       0"
"1083";"3000   ";"60700";"1953JJ00";"       0";"       0";"       0";"       0"
"1084";"3000   ";"60700";"1954JJ00";"       0";"       0";"       0";"       0"
"1085";"3000   ";"60700";"1955JJ00";"      27";"       8";"       2";"       8"
"1086";"3000   ";"60700";"1956JJ00";"       0";"       0";"       0";"       0"
"1087";"3000   ";"60700";"1957JJ00";"      42";"      12";"       2";"       9"
"1088";"3000   ";"60700";"1958JJ00";"       0";"       0";"       0";"       0"
"1089";"3000   ";"60700";"1959JJ00";"       0";"       0";"       0";"       0"
"1090";"3000   ";"60700";"1960JJ00";"       0";"       0";"       0";"       0"
"1091";"3000   ";"60700";"1961JJ00";"       0";"       0";"       0";"       0"
"1092";"3000   ";"60700";"1962JJ00";"      29";"      12";"       2";"      14"
"1093";"3000   ";"60700";"1963JJ00";"       0";"       0";"       0";"       0"
"1094";"3000   ";"60700";"1964JJ00";"       0";"       0";"       0";"       0"
"1095";"3000   ";"60700";"1965JJ00";"      30";"      17";"       1";"       3"
"1096";"3000   ";"60700";"1966JJ00";"       0";"       0";"       0";"       0"
"1097";"3000   ";"60700";"1967JJ00";"      27";"      10";"       2";"       6"
"1098";"3000   ";"60700";"1968JJ00";"       0";"       0";"       0";"       0"
"1099";"3000   ";"60700";"1969JJ00";"      52";"      25";"       1";"      14"
"1100";"3000   ";"60700";"1970JJ00";"      47";"      29";"       5";"      11"
"1101";"3000   ";"60700";"1971JJ00";"      46";"      25";"       2";"       7"
"1102";"3000   ";"60700";"1972JJ00";"      55";"      29";"       2";"       9"
"1103";"3000   ";"60700";"1973JJ00";"      62";"       6";"       3";"       7"
"1104";"3000   ";"60700";"1974JJ00";"      67";"      18";"       6";"      13"
"1105";"3000   ";"60700";"1975JJ00";"      42";"      12";"       4";"       6"
